author|title|content
lanacion.com|"""Recen por él"", pidió la hermana de Sergio Denis tras el accidente"|Fuente: Archivo  El popular cantante   Sergio Denis   se accidentó en pleno recital y tuvo que ser trasladado de urgencia a un hospital, donde fue operado. El hombre cayó del escenario donde estaba cantando y golpeó su cabeza fuertemente contra el piso. Ocurr… [+870 chars]
lanacion.com|World Wide Web, a 30 años de la creación de la web|"En el 30° aniversario de la creación de la World Wide Web (WWW), lo que conocemos como Web o como la ""triple W"",   Google  lo celebra con un   doodle animado:  una vieja computadora muestra la imagen pixeleada de la Tierra, que gira lentamente, como en aquell… [+1610 chars]"
lanacion.com|En medio de la crisis, EE.UU. retirará todo el personal diplomático en Venezuela|Crédito: Captura de pantalla  CARACAS (AFP).- En medio de la creciente crisis que atraviesa   Venezuela  , e inmersa en una jornada de apagones totales de energía,   Estados Unidos  anunció que retirará a todo el personal diplomático que permanece en su embaj… [+1494 chars]
lanacion.com|Argentina, tierra de amor y venganza: un comienzo prometedor para una historia bien argentina|"Trailer ""Argentina, tierra de amor y venganza""  01:37  Poco después de las 22:00 empezó la nueva ficción de El trece,   Argentina, tierra de amor y venganza.   Luego de varias semanas de gran expectativa, debutó con un gran episodio la ambiciosa ficción de Po… [+6809 chars]"
lanacion.com|El misterio electoral de Cristina Kirchner|De haber triunfado el kirchnerista Ramón Rioseco en   las recientes elecciones de gobernador de Neuquén, hubiera sido probable que más de un dirigente K se apurara a lanzar la candidatura presidencial de   Cristina Kirchner  . Pero Rioseco estuvo lejos de ven… [+4295 chars]
lanacion.com|7 tips para reventar la tarjeta de crédito|Las tarjetas de crédito pueden ser utilizadas de manera eficiente o pueden transformarse en armas de destrucción masiva para sus portadores. La experiencia me indica que no hay muchos casos donde se dé el término medio.  Sabiendo de la reacción a la defensiva… [+5337 chars]
lanacion.com|Mi vida eres tú: así fue el comienzo de la gran apuesta de Telefe para su prime time|La telenovela turca estrenó en el Superlunes, en competencia directa con Agentina: tierra de amor y venganza  La pareja más exitosa de las novelas turcas está de vuelta.   Halit Ergenç  y   Bergüzar Korel  , protagonistas de   Las mil y una noches, regresan p… [+4482 chars]
lanacion.com|San Martín y la moda de 1848|Los últimos años de José de San Martín fueron en Francia y coincidieron con el desarrollo del daguerrotipo, es decir, de la fotografía en su forma más primitiva. Fue Mercedes Tomasa, la hija del Libertador, quien con mucho tesón y paciencia logró convencer a … [+4985 chars]
lanacion.com|El hombre que inventó una tecnología de la que dependen más de 40.000 negocios en todo el mundo|"La vena emprendedora de Jeff Lawson salió a relucir por primera vez cuando tenía tan solo 13 años   Crédito: Twilio  Jeff Lawson lo tenía todo listo para garantizar las inversiones en su nueva ""start-up"" Twilio cuando, de repente, muchos comenzaron a pensar q… [+7346 chars]"
lanacion.com|Así fue el accidente de Sergio Denis en Tucumán|El cantante se accidentó en pleno recital y tuvo que ser trasladado de urgencia a un hospital  00:45  Sergio Denis  brindaba un concierto en Tucuman cuando cayó a un costado del escenario del teatro Mercedes Sosa. Rápidamente, algunas personas del publico se … [+1000 chars]
lanacion.com|Los cuatro aplausos que recibió la gobernadora en la noche de Expoagro|SAN NICOLÁS.- El discurso de María Eugenia Vidal anoche duró 16 minutos. Comenzó a las 21.44 y terminó a las 22. Durante toda su presentación, funcionarios, organizadores y expositores escucharon atentos las palabras de la gobernadora de la provincia de Bueno… [+84 chars]
lanacion.com|La salud de Sergio Denis: el parte médico y las declaraciones de la directora del hospital|"El popular cantante se encontraba dando un recital en Tucumán y cayó en un foso de tres metros de profundidad  ""Se le realizaron una tomografía y estudios de laboratorio. Llegó inconsciente y tiene hematomas cerebrales múltiples, con un importante edema"", inf… [+1813 chars]"
lanacion.com|De la realidad del desierto jordano a la fantasía de Star Wars IX|Son las 10 de la mañana de un día invernal pero cálido de enero.   El sol brilla sobre la arena anaranjada del desierto de Wadi Rum,una zona protegida ubicada al sur de Jordania. Árido, inmenso y silencioso, este lugar de 720 Km² fue declarado Patrimonio Cult… [+3798 chars]
